Date,BANKBARODA.BO,COLPAL.BO,DLF.BO,HINDUNILVR.BO,IRCTC.BO,LT.BO,MARUTI.BO,MFSL.BO,NAUKRI.BO,NTPC.BO,PIDILITIND.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TITAN.BO,TVSMOTOR.BO,ULTRACEMCO.BO,WIPRO.BO,ZEEL.BO,ZOMATO.BO
2019-02-25,100.01921081542969,1236.3046875,166.8368377685547,1743.2744140625,,1260.7552490234375,6921.4501953125,414.1000061035156,1655.6068115234375,110.66092681884766,1093.2635498046875,1224.1260986328125,265.04986572265625,430.2965393066406,1044.5,461.869384765625,3671.993896484375,288.211181640625,440.8025817871094,
2019-02-26,98.61117553710938,1215.0472412109375,164.8028564453125,1739.926513671875,,1248.16650390625,6896.2998046875,400.04998779296875,1711.8935546875,110.85789489746094,1114.87890625,1211.757080078125,261.22418212890625,430.14849853515625,1037.699951171875,453.61016845703125,3747.81005859375,289.0697326660156,464.14849853515625,
2019-02-27,98.07708740234375,1229.41455078125,163.21534729003906,1709.1553955078125,,1266.728759765625,6955.2001953125,398.70001220703125,1790.52587890625,109.55785369873047,1132.8753662109375,1214.4892578125,262.1560974121094,436.1193542480469,1017.6500244140625,454.0082092285156,3844.4609375,278.8791198730469,458.6582336425781,
2019-02-28,98.12564086914062,1226.824462890625,163.3145751953125,1704.82275390625,,1278.1326904296875,6832.25,395.3500061035156,1776.391845703125,111.5276107788086,1142.4434814453125,1223.530029296875,264.6084289550781,439.5735778808594,1026.949951171875,448.9332580566406,3788.6875,276.22882080078125,461.5270080566406,
2019-03-01,104.77740478515625,1217.9305419921875,165.89425659179688,1708.3675537109375,,1292.1038818359375,6933.2001953125,401.45001220703125,1789.3314208984375,112.67007446289062,1133.2222900390625,1218.71142578125,267.7474365234375,442.38629150390625,1022.9000244140625,465.8995056152344,3834.76123046875,280.3349304199219,481.3116760253906,
2019-03-05,108.95295715332031,1211.870849609375,173.8813934326172,1697.7822265625,,1290.129150390625,7114.5,407.8999938964844,1759.3218994140625,115.78227996826172,1132.6273193359375,1228.894775390625,270.788330078125,449.7881774902344,1033.3499755859375,487.940673828125,3923.29638671875,271.4508056640625,479.4321594238281,
2019-03-06,108.95295715332031,1245.1009521484375,175.76654052734375,1674.346923828125,,1298.3240966796875,7058.9501953125,407.54998779296875,1725.181396484375,117.08232879638672,1131.635986328125,1255.3216552734375,272.35784912109375,453.9332580566406,1054.550048828125,488.63720703125,3927.651123046875,276.1292724609375,465.6817932128906,
2019-03-07,111.81758880615234,1236.69580078125,174.3774871826172,1677.251708984375,,1334.1651611328125,7030.64990234375,409.29998779296875,1700.546630859375,115.11209869384766,1126.1328125,1261.58056640625,275.7911376953125,445.00164794921875,1045.25,483.9105529785156,3874.005615234375,267.56866455078125,453.6131286621094,
2019-03-08,110.4581069946289,1225.3095703125,174.22866821289062,1674.937744140625,,1321.4283447265625,6972.85009765625,420.5,1784.902099609375,120.03648376464844,1115.8704833984375,1258.3516845703125,275.8892517089844,449.0973205566406,1053.6500244140625,485.95050048828125,3927.205810546875,255.32501220703125,450.00244140625,
2019-03-11,112.54589080810547,1243.244140625,175.22085571289062,1687.9847412109375,,1330.6107177734375,7090.39990234375,429.29998779296875,1792.765380859375,119.7607192993164,1129.9007568359375,1292.5277099609375,281.33343505859375,453.4397888183594,1067.949951171875,504.309814453125,4000.9931640625,258.4605712890625,447.9745178222656,
2019-03-12,111.96324920654297,1253.5550537109375,185.68844604492188,1707.530517578125,,1371.53662109375,7153.9501953125,430.3999938964844,1825.36279296875,119.05160522460938,1120.679443359375,1321.1898193359375,281.0391540527344,463.9504699707031,1083.300048828125,495.0555419921875,4056.61767578125,260.0532531738281,458.6582336425781,
2019-03-13,112.40023040771484,1246.8602294921875,190.8478546142578,1719.3961181640625,,1361.26806640625,7086.0498046875,432.8999938964844,1888.019775390625,117.04246520996094,1166.58740234375,1337.979736328125,287.0719299316406,450.1336364746094,1077.8499755859375,495.70233154296875,3987.28466796875,256.5693054199219,443.2756652832031,
2019-03-14,113.22562408447266,1251.502685546875,199.77757263183594,1710.7308349609375,,1361.860595703125,7086.7998046875,435.8999938964844,1886.228271484375,121.1789321899414,1159.99365234375,1332.4658203125,285.60052490234375,460.98974609375,1084.8499755859375,489.3835144042969,3924.830322265625,255.62362670898438,445.69927978515625,
2019-03-15,114.53656005859375,1244.1724853515625,196.0072479248047,1672.623779296875,,1379.6822509765625,7092.0498046875,438.8999938964844,1861.2449951171875,124.21234893798828,1157.068603515625,1313.9869384765625,292.02569580078125,458.47308349609375,1095.449951171875,490.27911376953125,3876.628662109375,261.49664306640625,449.90350341796875,
2019-03-18,116.91565704345703,1254.87451171875,196.35450744628906,1671.442138671875,,1361.416259765625,6910.35009765625,452.20001220703125,1822.27734375,125.03964233398438,1164.604248046875,1338.82421875,292.76141357421875,460.15081787109375,1102.300048828125,487.3435974121094,3933.34228515625,256.51953125,452.574462890625,
2019-03-19,120.70279693603516,1258.9305419921875,192.73301696777344,1673.5592041015625,,1339.595703125,6832.5498046875,450.1499938964844,1888.816162109375,127.73477172851562,1166.835205078125,1366.2940673828125,296.97943115234375,463.2102966308594,1109.1500244140625,475.9001159667969,3940.270751953125,256.41998291015625,461.5270080566406,
2019-03-20,121.62529754638672,1263.1331787109375,197.7435760498047,1663.3184814453125,,1355.4920654296875,6680.7998046875,454.70001220703125,1894.39013671875,122.2509765625,1161.134033203125,1366.641845703125,297.6661071777344,468.1448974609375,1102.6500244140625,470.87493896484375,3888.654296875,260.35186767578125,438.4778747558594,
2019-03-22,116.67289733886719,1235.57177734375,194.71739196777344,1652.831787109375,,1376.3746337890625,6558.0,453.54998779296875,1883.590576171875,126.74201965332031,1174.42041015625,1333.360107421875,292.4180603027344,466.9605712890625,1104.699951171875,459.8294677734375,3888.10986328125,259.2569580078125,430.5639953613281,
2019-03-25,114.7793197631836,1207.08203125,187.92088317871094,1647.3668212890625,,1359.787109375,6523.4501953125,444.45001220703125,1892.3992919921875,128.25477600097656,1168.2730712890625,1316.6197509765625,288.20001220703125,458.1276550292969,1100.9000244140625,460.8245544433594,3832.682861328125,255.47433471679688,412.7578125,
2019-03-26,117.59539794921875,1228.4371337890625,195.06466674804688,1657.9027099609375,,1354.7515869140625,6578.7998046875,437.45001220703125,1881.0523681640625,132.46218872070312,1216.46142578125,1358.2469482421875,297.5189514160156,463.2102966308594,1116.25,458.2373352050781,3879.9443359375,253.78211975097656,417.75341796875,
2019-03-27,118.03237915039062,1233.5194091796875,189.01229858398438,1654.308837890625,,1350.5059814453125,6522.25,448.6499938964844,1866.9185791015625,129.48390197753906,1215.42041015625,1341.3079833984375,302.17840576171875,458.1276550292969,1114.300048828125,457.24224853515625,3865.097900390625,253.3341827392578,419.63299560546875,
2019-03-28,125.84941864013672,1225.2607421875,192.4353485107422,1658.4937744140625,,1366.550537109375,6585.7001953125,438.6499938964844,1861.394287109375,128.4438934326172,1212.7928466796875,1351.68994140625,312.3311462402344,469.5265808105469,1129.75,468.884765625,3871.580810546875,253.43373107910156,437.14239501953125,
2019-04-01,129.00537109375,1231.80908203125,193.8740234375,1664.1063232421875,,1394.59130859375,6842.85009765625,442.0,1821.232177734375,127.64021301269531,1244.373046875,1382.488037109375,316.6472473144531,472.78338623046875,1121.75,477.6912536621094,4000.596923828125,260.6007385253906,426.310302734375,
2019-04-02,129.39378356933594,1218.71240234375,197.89239501953125,1660.6600341796875,,1391.8760986328125,6882.85009765625,437.75,1802.71875,127.64021301269531,1247.1988525390625,1379.408203125,322.28765869140625,463.7037658691406,1112.199951171875,483.51251220703125,3979.9111328125,260.4016418457031,413.5986633300781,
2019-04-03,128.0828399658203,1220.8626708984375,200.32325744628906,1646.234375,,1362.4530029296875,7074.10009765625,435.5,1831.0362548828125,127.40386199951172,1264.699462890625,1364.8536376953125,314.5382385253906,456.84466552734375,1100.1500244140625,481.97015380859375,3961.352783203125,260.3020935058594,399.35369873046875,
2019-04-04,127.35454559326172,1222.37744140625,199.33106994628906,1642.443359375,,1351.641357421875,7114.25,439.25,1837.5059814453125,128.01841735839844,1276.498779296875,1344.288330078125,315.5682373046875,459.7066955566406,1106.9000244140625,485.45294189453125,4038.15869140625,257.7637939453125,412.8072509765625,
2019-04-05,126.8690185546875,1201.0711669921875,199.9263916015625,1634.2705078125,,1356.183349609375,7106.7001953125,438.45001220703125,1829.94140625,127.12020874023438,1274.6644287109375,1346.275390625,310.95782470703125,456.64727783203125,1107.4000244140625,482.66668701171875,4143.7177734375,260.9491271972656,406.92132568359375,
2019-04-08,126.18927764892578,1192.2750244140625,183.20797729492188,1639.53857421875,,1355.393310546875,7119.85009765625,425.70001220703125,1840.4920654296875,128.06568908691406,1271.0948486328125,1320.7427978515625,306.8378601074219,456.0551452636719,1103.9000244140625,479.53216552734375,4116.400390625,262.4422912597656,400.29345703125,
2019-04-09,128.17996215820312,1203.07470703125,186.08534240722656,1652.9793701171875,,1357.41748046875,7218.35009765625,424.1000061035156,1881.9482421875,128.4438934326172,1262.369384765625,1326.654052734375,309.14306640625,463.60504150390625,1099.0999755859375,479.53216552734375,4122.0419921875,272.1973876953125,406.3772277832031,
2019-04-10,125.89795684814453,1189.2940673828125,179.1896209716797,1665.8294677734375,,1352.530029296875,7184.10009765625,416.04998779296875,1910.5146484375,127.16747283935547,1270.9461669921875,1320.295654296875,305.26837158203125,465.2828369140625,1099.949951171875,479.9302062988281,4084.381103515625,279.7127990722656,407.16864013671875,
2019-04-11,124.97545623779297,1203.759033203125,176.21304321289062,1681.3382568359375,,1360.3795166015625,7179.2998046875,436.45001220703125,1898.520751953125,128.25477600097656,1267.872314453125,1337.3836669921875,308.70166015625,458.86785888671875,1105.6500244140625,481.6218566894531,4108.828125,280.01141357421875,405.9320983886719,
2019-04-12,126.96613311767578,1186.7039794921875,180.3802490234375,1694.483642578125,,1343.84130859375,7332.14990234375,437.29998779296875,1882.1971435546875,128.58570861816406,1277.39111328125,1333.2109375,309.29022216796875,458.2263488769531,1096.0999755859375,496.0506286621094,4122.53662109375,282.3008728027344,413.2524108886719,
2019-04-15,126.52915954589844,1187.9256591796875,183.20797729492188,1695.369873046875,,1340.6817626953125,7336.5498046875,435.25,1928.9783935546875,129.24754333496094,1288.1492919921875,1331.025390625,309.633544921875,452.452880859375,1090.25,501.9714050292969,4179.201171875,286.83001708984375,411.2244873046875,
2019-04-16,126.82048034667969,1195.6468505859375,181.8189239501953,1711.7647705078125,,1365.0201416015625,7464.35009765625,434.45001220703125,1929.8741455078125,129.90936279296875,1282.8941650390625,1336.539306640625,309.7806701660156,456.25250244140625,1122.199951171875,514.3104248046875,4210.4775390625,279.8123474121094,411.37286376953125,
2019-04-18,122.69346618652344,1190.369140625,181.71969604492188,1710.8292236328125,,1343.5450439453125,7441.10009765625,442.6499938964844,1901.6561279296875,128.01841735839844,1242.4891357421875,1373.894287109375,304.9740905761719,456.0551452636719,1125.75,515.65380859375,4207.0625,283.4953918457031,398.1171569824219,
2019-04-22,120.07160186767578,1177.956787109375,171.59934997558594,1713.093994140625,,1341.6690673828125,7305.4501953125,434.6000061035156,1891.10546875,128.34933471679688,1222.11328125,1336.04248046875,304.09124755859375,448.5545349121094,1121.9000244140625,509.5340270996094,4161.97900390625,286.9295654296875,392.37957763671875,
2019-04-23,119.48896789550781,1182.4525146484375,170.50794982910156,1714.1280517578125,,1331.0057373046875,7042.64990234375,432.25,1915.292236328125,126.41109466552734,1199.010498046875,1354.4219970703125,299.82415771484375,462.37139892578125,1127.8499755859375,510.7281494140625,4160.642578125,289.965576171875,404.9923095703125,
2019-04-24,121.4796371459961,1187.3883056640625,174.823974609375,1725.8948974609375,,1343.150146484375,7024.35009765625,443.6000061035156,1989.04736328125,126.50564575195312,1211.80126953125,1380.9481201171875,304.7779235839844,463.0129089355469,1147.550048828125,514.4099731445312,4351.470703125,291.75738525390625,413.4502868652344,
2019-04-25,118.6150131225586,1173.0699462890625,172.54193115234375,1705.610595703125,,1338.21337890625,6902.9501953125,438.04998779296875,1969.53857421875,126.03290557861328,1200.696044921875,1365.598876953125,300.4617614746094,455.1175537109375,1141.050048828125,514.8577880859375,4572.68359375,293.89752197265625,412.41156005859375,
2019-04-26,119.73173522949219,1174.5360107421875,172.8892059326172,1717.03271484375,,1338.3614501953125,6832.14990234375,434.70001220703125,1904.7913818359375,126.78929138183594,1210.760009765625,1382.388671875,306.3473815917969,457.7822265625,1138.1500244140625,503.91180419921875,4566.25048828125,293.00164794921875,413.4997253417969,
2019-04-30,113.03141784667969,1180.10693359375,171.50013732910156,1727.076416015625,,1330.70947265625,6658.7001953125,417.70001220703125,1928.4805908203125,126.36380004882812,1224.790283203125,1382.7364501953125,304.2874450683594,450.9725036621094,1156.1500244140625,488.7367248535156,4571.69384765625,297.0330810546875,427.5963134765625,
2019-05-02,112.59443664550781,1165.984130859375,170.60716247558594,1701.5733642578125,,1341.767822265625,6668.35009765625,420.54998779296875,1951.7716064453125,126.08018493652344,1218.4444580078125,1395.94970703125,301.5898742675781,445.54443359375,1138.25,477.0444641113281,4576.09814453125,292.2052917480469,413.94488525390625,
2019-05-03,115.50761413574219,1143.602783203125,176.5106964111328,1666.8634033203125,,1343.7919921875,6710.89990234375,422.25,1974.3660888671875,128.16024780273438,1194.6475830078125,1397.8870849609375,303.2574462890625,446.9754638671875,1145.550048828125,479.6316833496094,4526.560546875,289.6669616699219,406.67401123046875,
2019-05-06,112.83720397949219,1136.468017578125,172.3931121826172,1646.726806640625,,1334.1651611328125,6710.14990234375,424.70001220703125,1973.271240234375,127.59294891357422,1177.6429443359375,1375.83154296875,302.8160400390625,447.3702392578125,1081.800048828125,480.1292419433594,4471.380859375,289.5674133300781,383.9710998535156,
2019-05-07,109.29283905029297,1133.9268798828125,168.37472534179688,1669.27587890625,,1349.3704833984375,6698.5,407.79998779296875,1947.093505859375,126.6474609375,1167.8763427734375,1335.794189453125,300.0203552246094,441.053955078125,1085.8499755859375,481.0248107910156,4481.4267578125,292.3546142578125,365.2251281738281,
2019-05-08,107.69058990478516,1119.071044921875,167.68020629882812,1659.03515625,,1343.9893798828125,6631.75,412.04998779296875,1950.07958984375,123.85829162597656,1154.193359375,1290.98779296875,292.4180603027344,433.1092529296875,1088.3499755859375,487.940673828125,4464.501953125,289.4678955078125,329.71160888671875,
2019-05-09,108.07901000976562,1123.127197265625,166.68800354003906,1673.4114990234375,,1339.5462646484375,6625.25,408.45001220703125,1898.7198486328125,120.97456359863281,1150.921142578125,1246.9761962890625,293.546142578125,432.5171203613281,1100.449951171875,482.81597900390625,4435.501953125,289.6669616699219,353.7994689941406,
2019-05-10,110.4581069946289,1105.974609375,165.44776916503906,1661.250732421875,,1338.1146240234375,6624.25,411.95001220703125,1939.877197265625,120.21817779541016,1156.870361328125,1242.3565673828125,302.17840576171875,432.2703857421875,1131.800048828125,474.0592041015625,4388.83447265625,289.21905517578125,366.3132629394531,
2019-05-13,102.78672790527344,1100.7945556640625,163.1657257080078,1675.67626953125,,1300.545654296875,6525.2998046875,401.95001220703125,1914.4462890625,116.90898895263672,1142.7410888671875,1222.83447265625,300.9031982421875,391.65869140625,1143.75,463.9590759277344,4297.82470703125,287.92498779296875,338.3674011230469,
2019-05-14,106.37965393066406,1097.7159423828125,165.15011596679688,1668.4388427734375,,1324.5384521484375,6569.5498046875,405.75,1885.7305908203125,118.65813446044922,1130.247802734375,1251.2978515625,307.9169006347656,414.65386962890625,1153.4000244140625,461.7201232910156,4374.43310546875,282.9976806640625,342.2254333496094,
2019-05-15,104.58319091796875,1095.7122802734375,160.33799743652344,1645.3973388671875,,1309.1357421875,6484.9501953125,398.70001220703125,1882.4957275390625,117.09808349609375,1152.9041748046875,1249.0626220703125,305.6607666015625,403.60040283203125,1158.8499755859375,460.8245544433594,4303.02099609375,282.35064697265625,319.6214294433594,
